Player ID,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Player Link
691bef82,78,Daley Blind,nl NED,DF,nl Ajax,32,1990,5,5,407,4.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,33,13,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,https://fbref.com/en/players/691bef82/Daley-Blind
73b9fa8a,79,Petar Bočkaj,hr CRO,"DF,FW",hr Dinamo Zagreb,26,1996,3,0,39,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,6,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.82,0.82,0.82,Matches,https://fbref.com/en/players/73b9fa8a/Petar-Bockaj
08fe932d,80,Nicolai Boilesen,dk DEN,DF,dk FC Copenhagen,30,1992,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,https://fbref.com/en/players/08fe932d/Nicolai-Boilesen
7713c72a,81,Valerii Bondar,ua UKR,DF,ua Shakhtar,23,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,6,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,https://fbref.com/en/players/7713c72a/Valerii-Bondar
415568b5,82,Artem Bondarenko,ua UKR,MF,ua Shakhtar,21,2000,6,6,484,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,7,23,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,https://fbref.com/en/players/415568b5/Artem-Bondarenko
52ec54d0,83,Leonardo Bonucci,it ITA,DF,it Juventus,35,1987,6,5,444,4.9,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,0,20,0,0.20,0.00,0.20,0.20,0.20,0.16,0.00,0.16,0.16,0.16,Matches,https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci
4d1c4a5d,84,Gonçalo Borges,pt POR,"MF,FW",pt Porto,21,2001,4,0,39,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8,1,7,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,https://fbref.com/en/players/4d1c4a5d/Goncalo-Borges
c68da769,85,Rafael Borré,co COL,FW,de Eint Frankfurt,26,1995,8,1,228,2.5,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,3,10,0.00,0.00,0.00,0.00,0.00,0.18,0.30,0.48,0.18,0.48,Matches,https://fbref.com/en/players/c68da769/Rafael-Borre
f6798fc3,86,Yassine Bounou,ma MAR,GK,es Sevilla,31,1991,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/f6798fc3/Yassine-Bounou
7c473e12,87,Dedryck Boyata,be BEL,DF,be Club Brugge,31,1990,3,1,136,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/7c473e12/Dedryck-Boyata
a167537f,88,Julian Brandt,de GER,"MF,FW",de Dortmund,26,1996,7,6,476,5.3,1,1,2,1,0,0,0,0,0.8,0.8,1.0,1.8,19,29,28,0.19,0.19,0.38,0.19,0.38,0.16,0.19,0.35,0.16,0.35,Matches,https://fbref.com/en/players/a167537f/Julian-Brandt
5fd5ed86,89,Gleison Bremer,br BRA,DF,it Juventus,25,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,0,3,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,https://fbref.com/en/players/5fd5ed86/Gleison-Bremer
4c184730,90,Brian Brobbey,nl NED,FW,nl Ajax,20,2002,5,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.00,0.45,Matches,https://fbref.com/en/players/4c184730/Brian-Brobbey
97220da2,91,Armando Broja,al ALB,FW,eng Chelsea,20,2001,5,0,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,11,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Matches,https://fbref.com/en/players/97220da2/Armando-Broja
33b8d077,92,Marcelo Brozović,hr CRO,MF,it Inter,29,1992,9,5,549,6.1,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,9,37,11,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,https://fbref.com/en/players/33b8d077/Marcelo-Brozovic
3235182a,93,Pavel Bucha,cz CZE,MF,cz Viktoria Plzeň,24,1998,5,4,364,4.0,0,0,0,0,0,0,0,1,0.1,0.1,0.6,0.7,3,17,7,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17,Matches,https://fbref.com/en/players/3235182a/Pavel-Bucha
3aca6420,94,Tajon Buchanan,ca CAN,"DF,MF",be Club Brugge,23,1999,6,6,520,5.8,0,2,2,0,0,0,2,0,0.4,0.4,0.3,0.6,22,8,35,0.00,0.35,0.35,0.00,0.35,0.06,0.05,0.11,0.06,0.11,Matches,https://fbref.com/en/players/3aca6420/Tajon-Buchanan
eaeefc50,95,Marko Bulat,hr CRO,MF,hr Dinamo Zagreb,20,2001,3,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,https://fbref.com/en/players/eaeefc50/Marko-Bulat
5ab0ea87,96,Sergio Busquets,es ESP,MF,es Barcelona,34,1988,4,4,289,3.2,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,2,18,5,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets
b4705807,97,Aurélio Buta,pt POR,DF,de Eint Frankfurt,25,1997,2,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/b4705807/Aurelio-Buta
10745192,98,Jamie Bynoe-Gittens,eng ENG,MF,de Dortmund,17,2004,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/10745192/Jamie-Bynoe-Gittens
e34e086c,99,Jovane Cabral,cv CPV,MF,pt Sporting CP,24,1998,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/e34e086c/Jovane-Cabral
2146785a,100,Davide Calabria,it ITA,DF,it Milan,25,1996,6,6,497,5.5,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,8,29,17,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,https://fbref.com/en/players/2146785a/Davide-Calabria
cd0fa27b,101,Hakan Çalhanoğlu,tr TUR,MF,it Inter,28,1994,12,9,804,8.9,1,2,3,1,0,0,1,0,0.4,0.4,1.3,1.8,10,38,27,0.11,0.22,0.34,0.11,0.34,0.05,0.15,0.20,0.05,0.20,Matches,https://fbref.com/en/players/cd0fa27b/Hakan-Calhanoglu
7b9c2d84,102,Eduardo Camavinga,fr FRA,"MF,DF",es Real Madrid,19,2002,11,8,721,8.0,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.7,18,24,15,0.00,0.12,0.12,0.00,0.12,0.03,0.06,0.09,0.03,0.09,Matches,https://fbref.com/en/players/7b9c2d84/Eduardo-Camavinga
a65ce836,103,Emre Can,de GER,MF,de Dortmund,28,1994,7,6,565,6.3,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,6,19,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,https://fbref.com/en/players/a65ce836/Emre-Can
bd6351cd,104,João Cancelo,pt POR,DF,de Bayern Munich,28,1994,4,2,123,1.4,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,4,6,10,0.00,0.73,0.73,0.00,0.73,0.00,0.37,0.37,0.00,0.37,Matches,https://fbref.com/en/players/bd6351cd/Joao-Cancelo
bd6351cd,105,João Cancelo,pt POR,DF,eng Manchester City,28,1994,6,5,376,4.2,0,4,4,0,0,0,1,0,0.3,0.3,1.1,1.4,15,35,41,0.00,0.96,0.96,0.00,0.96,0.07,0.26,0.33,0.07,0.33,Matches,https://fbref.com/en/players/bd6351cd/Joao-Cancelo
6885cc44,106,Nicolás Capaldo,ar ARG,MF,at RB Salzburg,24,1997,3,3,270,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,9,8,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.10,0.08,0.10,Matches,https://fbref.com/en/players/6885cc44/Nicolas-Capaldo
707b98f1,107,Valentin Carboni,ar ARG,FW,it Inter,17,2005,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/707b98f1/Valentin-Carboni
4a5839fa,108,Fábio Cardoso,pt POR,DF,pt Porto,28,1994,4,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,3,1,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,https://fbref.com/en/players/4a5839fa/Fabio-Cardoso
3ce20eda,109,David Carmo,pt POR,DF,pt Porto,23,1999,5,5,450,5.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0,5,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,https://fbref.com/en/players/3ce20eda/David-Carmo
2dce876a,110,Carmona,es ESP,DF,es Sevilla,20,2002,5,5,450,5.0,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.7,5,15,20,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.15,0.09,0.15,Matches,https://fbref.com/en/players/2dce876a/Carmona
de39485a,111,Yannick Carrasco,be BEL,"DF,MF",es Atlético Madrid,28,1993,6,3,274,3.0,1,1,2,1,0,1,0,0,1.7,1.0,0.4,1.3,21,12,46,0.33,0.33,0.66,0.33,0.66,0.51,0.11,0.63,0.28,0.39,Matches,https://fbref.com/en/players/de39485a/Yannick-Carrasco
88ced02c,112,Cameron Carter-Vickers,us USA,DF,sct Celtic,24,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,28,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,https://fbref.com/en/players/88ced02c/Cameron-Carter-Vickers
4958bfb2,113,Dani Carvajal,es ESP,DF,es Real Madrid,30,1992,11,10,869,9.7,0,2,2,0,0,0,3,0,0.2,0.2,1.7,1.9,12,35,35,0.00,0.21,0.21,0.00,0.21,0.02,0.18,0.19,0.02,0.19,Matches,https://fbref.com/en/players/4958bfb2/Dani-Carvajal
966e28d0,114,Fabio Carvalho,pt POR,"MF,FW",eng Liverpool,19,2002,4,1,115,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,7,4,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20,Matches,https://fbref.com/en/players/966e28d0/Fabio-Carvalho
2ef08833,115,Marc Casado,es ESP,MF,es Barcelona,18,2003,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/2ef08833/Marc-Casado
c0617e2b,116,Dani Ceballos,es ESP,MF,es Real Madrid,25,1996,7,0,86,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,2,7,3,0.00,0.00,0.00,0.00,0.00,0.27,0.21,0.48,0.27,0.48,Matches,https://fbref.com/en/players/c0617e2b/Dani-Ceballos
a33a0dc0,117,Aleš Čermák,cz CZE,MF,cz Viktoria Plzeň,27,1994,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,6,0,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18,Matches,https://fbref.com/en/players/a33a0dc0/Ales-Cermak
2180c761,118,El Chadaille Bitshiabu,fr FRA,DF,fr Paris S-G,17,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/2180c761/El-Chadaille-Bitshiabu
5515376c,119,Trevoh Chalobah,eng ENG,DF,eng Chelsea,23,1999,6,4,439,4.9,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,6,12,1,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.18,0.13,0.18,Matches,https://fbref.com/en/players/5515376c/Trevoh-Chalobah
b3b7f5a6,120,Timothy Chandler,us USA,DF,de Eint Frankfurt,32,1990,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24,Matches,https://fbref.com/en/players/b3b7f5a6/Timothy-Chandler
71031a25,121,Tjaronn Chery,sr SUR,"MF,FW",il Maccabi Haifa,34,1988,6,6,540,6.0,2,1,3,1,1,1,1,0,1.6,0.8,1.9,2.7,17,29,44,0.33,0.17,0.50,0.17,0.33,0.27,0.32,0.59,0.13,0.45,Matches,https://fbref.com/en/players/71031a25/Tjaronn-Chery
b0f7e36c,122,Federico Chiesa,it ITA,FW,it Juventus,24,1997,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,4,5,0.00,0.00,0.00,0.00,0.00,0.48,0.31,0.79,0.48,0.79,Matches,https://fbref.com/en/players/b0f7e36c/Federico-Chiesa
d2424d1b,123,Ben Chilwell,eng ENG,"DF,MF",eng Chelsea,25,1996,7,7,556,6.2,0,0,0,0,0,0,1,1,0.2,0.2,1.6,1.8,15,22,39,0.00,0.00,0.00,0.00,0.00,0.03,0.26,0.29,0.03,0.29,Matches,https://fbref.com/en/players/d2424d1b/Ben-Chilwell
262e5a82,124,Chiquinho,pt POR,MF,pt Benfica,27,1995,9,4,404,4.5,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,9,37,12,0.00,0.22,0.22,0.00,0.22,0.09,0.06,0.15,0.09,0.15,Matches,https://fbref.com/en/players/262e5a82/Chiquinho
163bbd4a,125,Tomáš Chorý,cz CZE,FW,cz Viktoria Plzeň,27,1995,6,5,361,4.0,2,0,2,1,1,1,2,0,2.0,1.3,0.1,1.4,0,2,6,0.50,0.00,0.50,0.25,0.25,0.51,0.03,0.54,0.31,0.34,Matches,https://fbref.com/en/players/163bbd4a/Tomas-Chory
1cb49278,126,Andreas Christensen,dk DEN,DF,es Barcelona,26,1996,3,3,216,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,https://fbref.com/en/players/1cb49278/Andreas-Christensen
b3a712de,127,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,30,1992,6,6,482,5.4,0,1,1,0,0,0,2,0,0.5,0.5,0.7,1.1,7,21,15,0.00,0.19,0.19,0.00,0.19,0.09,0.12,0.21,0.09,0.21,Matches,https://fbref.com/en/players/b3a712de/Viktor-Claesson
5219ab4a,128,Jonathan Clauss,fr FRA,DF,fr Marseille,29,1992,6,6,410,4.6,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,11,13,26,0.00,0.22,0.22,0.00,0.22,0.06,0.07,0.14,0.06,0.14,Matches,https://fbref.com/en/players/5219ab4a/Jonathan-Clauss
b9beb6c5,129,William Clem,dk DEN,MF,dk FC Copenhagen,18,2004,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,8,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,https://fbref.com/en/players/b9beb6c5/William-Clem
1fbbfbde,130,Sebastián Coates,uy URU,DF,pt Sporting CP,31,1990,5,5,394,4.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,9,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,https://fbref.com/en/players/1fbbfbde/Sebastian-Coates
75c2e240,131,Josh Cohen,us USA,GK,il Maccabi Haifa,29,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/75c2e240/Josh-Cohen
bfde3de5,132,Antonio Čolak,hr CRO,FW,sct Rangers,28,1993,6,3,284,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,https://fbref.com/en/players/bfde3de5/Antonio-Colak
042e8a49,133,Kingsley Coman,fr FRA,"FW,DF",de Bayern Munich,26,1996,7,7,533,5.9,1,1,2,1,0,0,0,0,1.0,1.0,1.7,2.7,36,31,98,0.17,0.17,0.34,0.17,0.34,0.16,0.29,0.45,0.16,0.45,Matches,https://fbref.com/en/players/042e8a49/Kingsley-Coman
5ef3d210,134,Francisco Conceição,pt POR,"FW,MF",nl Ajax,19,2002,3,0,17,0.2,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,1,4,5.29,0.00,5.29,5.29,5.29,3.07,0.00,3.07,3.07,3.07,Matches,https://fbref.com/en/players/5ef3d210/Francisco-Conceicao
6fee9966,135,Rodrigo Conceição,pt POR,DF,pt Porto,22,2000,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/6fee9966/Rodrigo-Conceicao
c693347d,136,Andreas Cornelius,dk DEN,FW,dk FC Copenhagen,29,1993,2,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,2,0.00,0.00,0.00,0.00,0.00,0.11,0.23,0.33,0.11,0.33,Matches,https://fbref.com/en/players/c693347d/Andreas-Cornelius
edeb21ff,137,Pierre Cornud,fr FRA,DF,il Maccabi Haifa,25,1996,5,5,371,4.1,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.8,11,14,18,0.00,0.24,0.24,0.00,0.24,0.01,0.18,0.19,0.01,0.19,Matches,https://fbref.com/en/players/edeb21ff/Pierre-Cornud
01eb744d,138,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,27,1995,6,3,315,3.5,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,7,14,28,0.00,0.00,0.00,0.00,0.00,0.26,0.13,0.39,0.26,0.39,Matches,https://fbref.com/en/players/01eb744d/Angel-Correa
45b9b619,139,Joaquín Correa,ar ARG,FW,it Inter,27,1994,9,3,304,3.4,1,2,3,1,0,0,0,0,0.7,0.7,0.7,1.4,3,15,16,0.30,0.59,0.89,0.30,0.89,0.19,0.21,0.40,0.19,0.40,Matches,https://fbref.com/en/players/45b9b619/Joaquin-Correa
7b4c1f6e,140,Bruno Xavier Almeida Costa,pt POR,MF,pt Porto,25,1997,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.16,0.19,0.03,0.19,Matches,https://fbref.com/en/players/7b4c1f6e/Bruno-Xavier-Almeida-Costa
93fffbcf,141,Diogo Costa,pt POR,GK,pt Porto,22,1999,8,8,720,8.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.12,0.12,0.00,0.12,0.00,0.02,0.02,0.00,0.02,Matches,https://fbref.com/en/players/93fffbcf/Diogo-Costa
9dff291c,142,Soumaïla Coulibaly,fr FRA,DF,de Dortmund,18,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly
1840e36d,143,Thibaut Courtois,be BEL,GK,es Real Madrid,30,1992,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/1840e36d/Thibaut-Courtois
0ab1f153,144,Juan Cuadrado,co COL,"DF,MF",it Juventus,34,1988,6,6,431,4.8,0,1,1,0,0,0,0,0,0.1,0.1,1.3,1.4,12,16,36,0.00,0.21,0.21,0.00,0.21,0.03,0.27,0.30,0.03,0.30,Matches,https://fbref.com/en/players/0ab1f153/Juan-Cuadrado
1daec722,145,Marc Cucurella,es ESP,DF,eng Chelsea,24,1998,8,4,414,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,6,29,21,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches,https://fbref.com/en/players/1daec722/Marc-Cucurella
dc62b55d,146,Matheus Cunha,br BRA,"FW,MF",es Atlético Madrid,23,1999,5,0,122,1.4,0,0,0,0,0,0,0,0,0.6,0.6,0.4,1.0,4,3,12,0.00,0.00,0.00,0.00,0.00,0.45,0.28,0.73,0.45,0.73,Matches,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
44eb9093,147,Danilo D'Ambrosio,it ITA,DF,it Inter,33,1988,6,1,161,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,9,2,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,https://fbref.com/en/players/44eb9093/Danilo-DAmbrosio
94b2001f,148,Danilo,br BRA,DF,it Juventus,31,1991,5,5,427,4.7,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,5,25,7,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.18,0.06,0.18,Matches,https://fbref.com/en/players/94b2001f/Danilo
f08490a6,149,Arnaut Danjuma,nl NED,MF,eng Tottenham,25,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/f08490a6/Arnaut-Danjuma
06a1d642,150,Mohammed Daramy,dk DEN,FW,dk FC Copenhagen,20,2002,6,6,443,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,26,14,32,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches,https://fbref.com/en/players/06a1d642/Mohammed-Daramy
96e0490d,151,Matteo Darmian,it ITA,DF,it Inter,32,1989,11,9,821,9.1,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,6,18,15,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,https://fbref.com/en/players/96e0490d/Matteo-Darmian
40f65c01,152,Dean David,il ISR,"FW,DF",il Maccabi Haifa,26,1996,6,3,237,2.6,1,0,1,1,0,0,0,0,1.9,1.9,0.1,2.0,7,2,17,0.38,0.00,0.38,0.38,0.38,0.73,0.03,0.76,0.73,0.76,Matches,https://fbref.com/en/players/40f65c01/Dean-David
d781d855,153,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,9,6,602,6.7,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.3,32,18,55,0.00,0.30,0.30,0.00,0.30,0.07,0.12,0.20,0.07,0.20,Matches,https://fbref.com/en/players/d781d855/Alphonso-Davies
44781702,154,Ben Davies,wls WAL,DF,eng Tottenham,29,1993,7,4,392,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,21,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,https://fbref.com/en/players/44781702/Ben-Davies
c9009a1f,155,Ben Davies,eng ENG,DF,sct Rangers,26,1995,3,3,260,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,9,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,https://fbref.com/en/players/c9009a1f/Ben-Davies
cf15bbb1,156,Steven Davis,nir NIR,MF,sct Rangers,37,1985,5,3,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,https://fbref.com/en/players/cf15bbb1/Steven-Davis
e46012d4,157,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,10,9,716,8.0,2,6,8,2,0,0,1,0,1.3,1.3,3.5,4.8,30,49,58,0.25,0.75,1.01,0.25,1.01,0.16,0.44,0.60,0.16,0.60,Matches,https://fbref.com/en/players/e46012d4/Kevin-De-Bruyne
2ef7c612,158,Charles De Ketelaere,be BEL,"MF,FW",it Milan,21,2001,6,3,234,2.6,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,7,7,15,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches,https://fbref.com/en/players/2ef7c612/Charles-De-Ketelaere
162efffd,159,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,5,1,256,2.8,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,9,35,11,0.35,0.00,0.35,0.35,0.35,0.08,0.18,0.25,0.08,0.25,Matches,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul
ae4e2852,160,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,8,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,https://fbref.com/en/players/ae4e2852/Mattia-De-Sciglio
bc6e544a,161,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.7,11,14,13,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11,Matches,https://fbref.com/en/players/bc6e544a/Amar-Dedic
fe641c1a,162,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,4,3,230,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,8,6,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Matches,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
b19db005,163,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,6,5,413,4.6,1,2,3,1,0,0,1,0,1.1,1.1,1.5,2.6,36,26,67,0.22,0.44,0.65,0.22,0.65,0.23,0.33,0.57,0.23,0.57,Matches,https://fbref.com/en/players/b19db005/Ousmane-Dembele
