Player ID,Player,Pos,Squad,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Sh/90,SoT/90,SoT%,G/Sh,G/SoT,SCA90,GCA90,GA90,Save%,SoTA
8d3cd59d,Carlos,"DF,FW",it Inter,0.0,0.0,0.0,0.0,0.0,1.14,0.38,33.3,0.0,0.0,1.14,0.0,,,
3ce20eda,David Carmo,DF,pt Porto,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,0.75,0.0,,,
4958bfb2,Dani Carvajal,DF,es Real Madrid,0.0,0.19,0.19,0.0,0.19,0.39,0.0,0.0,0.0,,2.51,0.19,,,
966e28d0,Fabio Carvalho,MF,de RB Leipzig,0.0,0.0,0.0,0.0,0.0,2.93,0.73,25.0,0.0,0.0,2.2,0.0,,,
2ef08833,Marc Casado,MF,es Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.75,0.0,,,
3f5f38fb,Nicolò Casale,DF,it Lazio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
da76bab4,Valentín Castellanos,FW,it Lazio,0.0,0.0,0.0,0.0,0.0,2.89,0.41,14.3,0.0,0.0,2.06,0.41,,,
ba3d3bea,Danilo Cataldi,MF,it Lazio,0.0,0.0,0.0,0.0,0.0,0.56,0.56,100.0,0.0,0.0,2.25,0.56,,,
c0617e2b,Dani Ceballos,MF,es Real Madrid,0.59,0.0,0.59,0.59,0.59,1.18,0.59,50.0,0.5,1.0,4.14,0.0,,,
1cb49278,Andreas Christensen,"DF,MF",es Barcelona,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,,1.48,0.0,,,
b3a712de,Viktor Claesson,"FW,MF",dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,1.13,0.19,16.7,0.0,0.0,2.07,0.38,,,
b9beb6c5,William Clem,MF,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,,0.0,0.0,,,
042e8a49,Kingsley Coman,FW,de Bayern Munich,0.43,0.0,0.43,0.43,0.43,1.92,0.64,33.3,0.22,0.67,2.99,0.0,,,
5ef3d210,Francisco Conceição,"FW,MF",pt Porto,0.64,0.64,1.28,0.64,1.28,2.55,1.28,50.0,0.25,0.5,3.8,0.63,,,
c693347d,Andreas Cornelius,"FW,MF",dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,1.1,1.1,100.0,0.0,0.0,3.29,0.0,,,
01eb744d,Ángel Correa,FW,es Atlético Madrid,0.0,0.0,0.0,0.0,0.0,3.72,1.65,44.4,0.0,0.0,5.78,0.41,,,
93fffbcf,Diogo Costa,GK,pt Porto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.14,66.7,24.0
0ab1f153,Juan Cuadrado,"DF,FW",it Inter,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,1.59,0.0,,,
96e0490d,Matteo Darmian,"DF,FW",it Inter,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,2.51,0.0,,,
d781d855,Alphonso Davies,DF,de Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,,1.81,0.0,,,
e46012d4,Kevin De Bruyne,MF,eng Manchester City,1.0,2.0,3.0,1.0,3.0,7.0,3.0,42.9,0.14,0.33,6.0,0.0,,,
162efffd,Rodrigo De Paul,MF,es Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,,3.32,0.0,,,
b19db005,Ousmane Dembélé,"FW,MF",fr Paris S-G,0.0,0.15,0.15,0.0,0.15,2.73,1.06,38.9,0.0,0.0,4.4,0.61,,,
5976f83e,Sergiño Dest,DF,nl PSV Eindhoven,0.0,0.16,0.16,0.0,0.16,0.48,0.32,66.7,0.0,0.0,1.62,0.16,,,
230a2fac,Giovanni Di Lorenzo,DF,it Napoli,0.14,0.14,0.29,0.14,0.29,1.0,0.29,28.6,0.14,0.5,2.14,0.14,,,
31c69ef1,Rúben Dias,DF,eng Manchester City,0.0,0.0,0.0,0.0,0.0,0.81,0.32,40.0,0.0,0.0,1.62,0.32,,,
407feb71,Brahim Díaz,"MF,FW",es Real Madrid,0.74,0.37,1.12,0.74,1.12,2.6,1.12,42.9,0.29,0.67,5.95,1.49,,,
ac861941,Eric Dier,DF,de Bayern Munich,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,
f179ee11,Kevin Diks,DF,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,,1.15,0.0,,,
970b8574,Federico Dimarco,DF,it Inter,0.0,0.0,0.0,0.0,0.0,1.6,0.64,40.0,0.0,0.0,2.88,0.0,,,
fffea3e5,Jeremy Doku,FW,eng Manchester City,0.35,0.35,0.71,0.35,0.71,3.18,2.12,66.7,0.11,0.17,6.0,0.71,,,
08f5afaa,Gianluigi Donnarumma,GK,fr Paris S-G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.12,0.0,1.13,75.0,36.0
67ac5bb8,Gabriel Dos Santos,DF,eng Arsenal,0.0,0.0,0.0,0.0,0.0,0.57,0.14,25.0,0.0,0.0,0.43,0.14,,,
481c9ece,Denzel Dumfries,DF,it Inter,0.0,0.36,0.36,0.0,0.36,1.81,0.0,0.0,0.0,,2.18,0.36,,,
3bb7b8b4,Ederson,GK,eng Manchester City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.17,0.0,0.83,50.0,10.0
c8d1c3a5,Jorge Eduardo Sánchez,DF,pt Porto,0.0,0.0,0.0,0.0,0.0,1.2,0.6,50.0,0.0,0.0,2.37,0.0,,,
cf007308,Elif Elmas,MF,de RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.29,0.0,,,
cf007308,Elif Elmas,"FW,MF",it Napoli,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,,3.04,0.0,,,
47a34c4f,Mohamed Elneny,MF,eng Arsenal,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,,0.0,0.0,,,
f7dc2ae5,Aritz Elustondo,DF,es Real Sociedad,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,,0.52,0.0,,,
68dc0dac,Mohamed Elyounoussi,"FW,MF",dk FC Copenhagen,0.39,0.0,0.39,0.39,0.39,2.24,0.92,41.2,0.18,0.43,3.42,0.39,,,
577efaec,Stephen Eustáquio,MF,pt Porto,0.18,0.0,0.18,0.18,0.18,1.23,0.7,57.1,0.14,0.25,2.63,0.35,,,
6f3cc2fe,Evanilson,FW,pt Porto,0.9,0.22,1.12,0.67,0.9,2.02,1.12,55.6,0.33,0.6,3.59,0.22,,,
762179d9,Rasmus Falk,MF,dk FC Copenhagen,0.0,0.14,0.14,0.0,0.14,0.29,0.14,50.0,0.0,0.0,1.57,0.29,,,
8aafd64f,João Félix,FW,es Barcelona,0.84,0.28,1.13,0.84,1.13,4.5,1.69,37.5,0.19,0.5,3.09,0.56,,,
e08647d6,Carlos Fernández,FW,es Real Sociedad,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,,1.32,0.0,,,
ed1e53f3,Phil Foden,"FW,MF",eng Manchester City,0.76,0.76,1.52,0.76,1.52,4.55,1.71,37.5,0.17,0.44,5.49,1.52,,,
9a2e0ccc,Emil Forsberg,"MF,FW",de RB Leipzig,0.22,0.0,0.22,0.22,0.22,2.0,0.22,11.1,0.11,1.0,2.89,0.22,,,
2e31f3a6,Héctor Fort,DF,es Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
86df4d6b,André Franco,"MF,FW",pt Porto,0.0,0.0,0.0,0.0,0.0,1.91,0.76,40.0,0.0,0.0,2.68,0.38,,,
2a7d27c1,Davide Frattesi,MF,it Inter,0.22,0.43,0.65,0.22,0.65,1.95,0.43,22.2,0.11,0.5,3.25,0.65,,,
046ca6db,Victor Froholdt,MF,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
4f16405e,Niclas Füllkrug,FW,de Dortmund,0.17,0.17,0.34,0.17,0.34,2.39,0.68,28.6,0.07,0.25,3.58,1.02,,,
3b387cc7,Gianluca Gaetano,MF,it Napoli,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,,12.27,0.0,,,
a4b00319,Javi Galán,DF,es Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.43,0.0,,,
a4b00319,Javi Galán,DF,es Real Sociedad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.03,0.0,,,
5b3d1a7a,Galeno,"MF,FW",pt Porto,0.85,0.68,1.53,0.85,1.53,2.55,1.7,66.7,0.33,0.5,4.08,1.02,,,
7226539b,Fran Garcia,DF,es Real Madrid,0.0,0.48,0.48,0.0,0.48,0.0,0.0,,,,2.86,0.95,,,
19cae58d,Gavi,MF,es Barcelona,0.4,0.0,0.4,0.4,0.4,1.19,0.8,66.7,0.33,0.5,1.19,0.0,,,
9c435456,Mario Gila,DF,it Lazio,0.0,0.0,0.0,0.0,0.0,0.77,0.51,66.7,0.0,0.0,0.26,0.0,,,
88e357ef,Serge Gnabry,FW,de Bayern Munich,0.96,0.0,0.96,0.96,0.96,0.96,0.96,100.0,1.0,1.0,1.91,0.0,,,
01e5f06e,Sergio Gómez,"DF,FW",eng Manchester City,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,,4.64,0.0,,,
f4b52308,Diogo Gonçalves,MF,dk FC Copenhagen,0.34,0.17,0.51,0.17,0.34,1.87,0.51,27.3,0.09,0.33,2.21,0.34,,,
2c56a792,Nicolás González,MF,pt Porto,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,,2.21,0.0,,,
cc86b9a3,Leon Goretzka,"MF,DF",de Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,,3.02,0.34,,,
62182b1d,Kamil Grabara,GK,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.75,70.5,44.0
b0b4fd3e,Jack Grealish,FW,eng Manchester City,0.0,0.24,0.24,0.0,0.24,1.46,0.73,50.0,0.0,0.0,5.85,0.73,,,
df69b544,Antoine Griezmann,"FW,MF",es Atlético Madrid,0.84,0.0,0.84,0.84,0.84,2.7,1.18,43.8,0.31,0.71,5.06,0.34,,,
8b8e759d,Marko Grujić,MF,pt Porto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
5ea8ef20,Mattéo Guendouzi,MF,it Lazio,0.0,0.18,0.18,0.0,0.18,1.09,0.18,16.7,0.0,0.0,2.36,0.18,,,
048a1cbc,Raphaël Guerreiro,"DF,MF",de Bayern Munich,0.0,0.39,0.39,0.0,0.39,1.95,0.0,0.0,0.0,,1.95,0.39,,,
d3d774cc,Marc Guiu,FW,es Barcelona,2.57,0.0,2.57,2.57,2.57,5.14,2.57,50.0,0.5,1.0,0.0,0.0,,,
bcb2ccd8,Péter Gulácsi,GK,de RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,66.7,9.0
819b3158,İlkay Gündoğan,MF,es Barcelona,0.0,0.47,0.47,0.0,0.47,1.73,0.47,27.3,0.0,0.0,4.26,0.79,,,
5ad50391,Joško Gvardiol,DF,eng Manchester City,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,,2.76,0.5,,,
1f44ac21,Erling Haaland,FW,eng Manchester City,0.91,0.15,1.06,0.6,0.76,5.29,2.72,51.4,0.11,0.22,1.81,0.3,,,
92432bc6,Amadou Haidara,"MF,DF",de RB Leipzig,0.0,0.0,0.0,0.0,0.0,1.35,0.34,25.0,0.0,0.0,3.05,0.0,,,
e42d61c7,Achraf Hakimi,DF,fr Paris S-G,0.13,0.0,0.13,0.13,0.13,1.77,0.25,14.3,0.07,0.5,3.8,0.13,,,
ba115a40,Sébastien Haller,FW,de Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
0b059e15,Micah Hamilton,FW,eng Manchester City,0.84,0.0,0.84,0.84,0.84,2.52,0.84,33.3,0.33,1.0,1.68,0.84,,,
fed7cb61,Kai Havertz,MF,eng Arsenal,0.17,0.0,0.17,0.17,0.17,1.68,0.34,20.0,0.1,0.5,1.68,0.0,,,
0a89e877,Benjamin Henrichs,"DF,MF",de RB Leipzig,0.0,0.37,0.37,0.0,0.37,0.92,0.37,40.0,0.0,0.0,3.12,0.55,,,
555f3a0b,Mario Hermoso,DF,es Atlético Madrid,0.15,0.0,0.15,0.15,0.15,0.44,0.15,33.3,0.33,1.0,0.89,0.15,,,
c3ee18ef,Lucas Hernández,DF,fr Paris S-G,0.15,0.0,0.15,0.15,0.15,0.58,0.15,25.0,0.25,1.0,1.45,0.0,,,
05d548d8,Mats Hummels,DF,de Dortmund,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,,0.86,0.0,,,
2f3452eb,Elseid Hysaj,DF,it Lazio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.53,0.0,,,
3e2bbae6,Oscar Højlund,MF,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,,3.75,0.0,,,
4431aed2,Ciro Immobile,FW,it Lazio,0.72,0.0,0.72,0.54,0.54,1.61,0.72,44.4,0.33,0.75,1.97,0.36,,,
5715bb71,Gustav Isaksen,FW,it Lazio,0.0,0.37,0.37,0.0,0.37,2.94,1.1,37.5,0.0,0.0,4.78,1.84,,,
90ba7fa6,Ivan Jaime Pajuelo,MF,pt Porto,0.0,0.0,0.0,0.0,0.0,0.99,0.99,100.0,0.0,0.0,3.96,0.0,,,
213f0daf,Elias Jelert,DF,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.23,0.15,,,
cd1629bc,Valdemar Jensen,DF,dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.21,0.0,,,
b66315ae,Gabriel Jesus,FW,eng Arsenal,1.12,0.56,1.68,1.12,1.68,3.93,1.96,50.0,0.29,0.57,2.8,1.12,,,
79083382,Juan Jesus,DF,it Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.27,0.0,,,
1bacc518,Frenkie de Jong,MF,es Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.04,0.38,,,
abb3bb95,Luuk de Jong,FW,nl PSV Eindhoven,0.5,0.0,0.5,0.17,0.17,2.51,0.5,20.0,0.07,0.33,2.51,0.17,,,
45db685d,Jorginho,MF,eng Arsenal,0.28,0.0,0.28,0.0,0.0,0.28,0.0,0.0,0.0,,1.99,0.28,,,
6265208f,Joselu,FW,es Real Madrid,1.05,0.0,1.05,1.05,1.05,9.81,2.45,25.0,0.11,0.43,1.75,0.0,,,
a29e5244,Mauro Júnior,"DF,MF",nl PSV Eindhoven,0.0,0.0,0.0,0.0,0.0,0.92,0.92,100.0,0.0,0.0,3.67,0.0,,,
570bb4b9,Hamed Junior Traorè,MF,it Napoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.83,0.0,,,
7111d552,Vinicius Júnior,FW,es Real Madrid,0.61,0.41,1.02,0.61,1.02,3.05,1.02,33.3,0.2,0.6,4.67,0.61,,,
15b287da,Daichi Kamada,MF,it Lazio,0.0,0.0,0.0,0.0,0.0,1.4,0.7,50.0,0.0,0.0,1.04,0.0,,,
b825a650,Kevin Kampl,MF,de RB Leipzig,0.0,0.64,0.64,0.0,0.64,0.64,0.32,50.0,0.0,0.0,4.47,0.96,,,
21a66f6a,Harry Kane,FW,de Bayern Munich,0.76,0.38,1.14,0.64,1.02,2.92,1.27,43.5,0.22,0.5,2.67,0.76,,,
8455ad90,Lee Kang-in,"MF,FW",fr Paris S-G,0.35,0.35,0.71,0.35,0.71,3.18,0.71,22.2,0.11,0.5,4.59,0.71,,,
49296448,Joshua Kimmich,"MF,DF",de Bayern Munich,0.0,0.25,0.25,0.0,0.25,0.87,0.25,28.6,0.0,0.0,3.5,0.37,,,
dc3e663e,Jakub Kiwior,DF,eng Arsenal,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,,2.33,0.0,,,
15fd5593,Davy Klaassen,"MF,FW",it Inter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.43,1.22,,,
ca8033cb,Lukas Klostermann,DF,de RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.51,0.0,,,
cd59b9df,Gregor Kobel,GK,de Dortmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.33,0.0,0.67,86.4,22.0
55126f3b,Koke,MF,es Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,,3.06,0.57,,,
c0b3669f,Randal Kolo Muani,"FW,MF",fr Paris S-G,0.2,0.0,0.2,0.2,0.2,1.63,0.41,25.0,0.13,0.5,2.85,0.0,,,
9b94c838,Ilias Kostis,FW,es Atlético Madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
4d1666ff,Jules Koundé,DF,es Barcelona,0.0,0.0,0.0,0.0,0.0,0.4,0.2,50.0,0.0,0.0,1.6,0.0,,,
79c0821a,Mateo Kovačić,MF,eng Manchester City,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,,2.69,0.27,,,
1fc08838,Frans Krätzig,DF,de Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
6ce1f46f,Toni Kroos,MF,es Real Madrid,0.0,0.0,0.0,0.0,0.0,0.56,0.37,66.7,0.0,0.0,5.8,0.37,,,
16aa3654,Takefusa Kubo,"FW,MF",es Real Sociedad,0.0,0.16,0.16,0.0,0.16,1.77,0.48,27.3,0.0,0.0,6.28,0.16,,,
dea88efd,Khvicha Kvaratskhelia,FW,it Napoli,0.0,0.16,0.16,0.0,0.16,2.18,0.47,21.4,0.0,0.0,5.74,0.93,,,
c1b7847c,Konrad Laimer,"DF,MF",de Bayern Munich,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,,1.75,0.22,,,
8e034340,Noa Lang,FW,nl PSV Eindhoven,0.0,0.0,0.0,0.0,0.0,4.91,2.18,44.4,0.0,0.0,6.55,0.0,,,
72984eee,Jordan Larsson,"FW,MF",dk FC Copenhagen,0.0,0.0,0.0,0.0,0.0,2.6,1.73,66.7,0.0,0.0,2.6,0.0,,,
02caf6e0,Manuel Lazzari,DF,it Lazio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.69,0.0,,,
9a64e67e,Robin Le Normand,DF,es Real Sociedad,0.0,0.0,0.0,0.0,0.0,0.94,0.31,33.3,0.0,0.0,0.31,0.0,,,
bbd86530,Christopher Lenz,DF,de RB Leipzig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,
1b82f8df,Lukas Lerager,MF,dk FC Copenhagen,0.5,0.17,0.67,0.5,0.67,1.0,0.67,66.7,0.5,0.75,1.84,0.33,,,
8d78e732,Robert Lewandowski,FW,es Barcelona,0.39,0.19,0.58,0.39,0.58,2.52,0.97,38.5,0.15,0.4,1.94,0.19,,,
